Name,Coating,Material,Thickness,State,Weight,Art,Fgrp,Pos,VariantRule,Row.PartNumber,Row.Quantity,Row.HasCADMatch,Row.CADPart.Id,Row.CADPart.CarryOver,Row.CADPart.KdpMatch
PartBody,,"Aluminium XXXX,XX_STD XXXX,XX",,0,1.98617688535636,700,8250,10,V536310VSOPCHPLV,32297507,1.0,True,id327341,False,OK Inherited
PartBody,,"Aluminium XXXX,XX_STD XXXX,XX",,0,1.98617688535636,700,8250,10,V536310VSOPCHPLV,32297507,1.0,True,id327346,False,OK Inherited
PartBody,,"Aluminium XXXX,XX_STD XXXX,XX",,0,1.98617688535636,700,8250,10,V536310VSOPCHPLV,32297507,1.0,True,id327351,False,OK Inherited
PartBody,,"Aluminium XXXX,XX_STD XXXX,XX",,0,1.98617688535636,700,8250,10,V536310VSOPCHPLV,32297507,1.0,True,id327356,False,OK Inherited
PartBody,,"Aluminium XXXX,XX_STD XXXX,XX",,0,1.98617688535636,700,8250,10,V536310VSOPCHPLV,32297507,1.0,True,id327361,False,OK Inherited
PartBody,ZM50/50,VDA 239-CR300LA,1.5mm,0,18.0658,700,8250,10,V536310VSOPCHPLV,32297507,1.0,True,id327371,False,OK Inherited
PartBody,,Steel,,0,2.7147869935087,700,8250,10,V536310VSOPCHPLV,32297507,1.0,True,id327375,False,OK Inherited
PartBody,,VSFC14S30+CV VC,,0,2.96177,700,8250,10,V536310VSOPCHPLV,32297507,1.0,True,id327382,False,OK Inherited
PartBody,,VSFC14S30+CV VC,,0,2.96177,700,8250,10,V536310VSOPCHPLV,32297507,1.0,True,id327387,False,OK Inherited
PartBody,,VSFC14S30+CV VC,,0,2.96177,700,8250,10,V536310VSOPCHPLV,32297507,1.0,True,id327392,False,OK Inherited
,,Steel,,0,8.87144570335868,700,8250,10,V536310VSOPCHPLV,32297507,1.0,True,id327397,False,OK Inherited
PartBody,,PA66 GF50,,0,798.469,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327199,False,OK Inherited
PartBody,,VSFC14S30+CV VC,,0,2.96177,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327217,False,OK Inherited
PartBody,,VSFC14S30+CV VC,,0,2.96177,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327226,False,OK Inherited
PartBody,,VSFC14S30+CV VC,,0,2.96177,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327231,False,OK Inherited
PartBody,,"Aluminium XXXX,XX_STD XXXX,XX",,0,1.98617688535636,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327236,False,OK Inherited
PartBody,,"Aluminium XXXX,XX_STD XXXX,XX",,0,1.98617688535636,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327241,False,OK Inherited
PartBody,ZM50/50,VDA 239-CR300LA,1.5mm,0,18.0658,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327253,False,OK Inherited
PartBody,,Steel,,0,2.7147869935087,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327271,False,OK Inherited
PartBody,,"Aluminium XXXX,XX_STD XXXX,XX",,0,1.98617688535636,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327281,False,OK Inherited
PartBody,,"Aluminium XXXX,XX_STD XXXX,XX",,0,1.98617688535636,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327286,False,OK Inherited
PartBody,,"Aluminium XXXX,XX_STD XXXX,XX",,0,1.98617688535636,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327291,False,OK Inherited
PartBody,,"Aluminium XXXX,XX_STD XXXX,XX",,0,1.98617688535636,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327296,False,OK Inherited
,,Steel,,0,8.87144570335868,700,8250,10,V536310VSOPCHPLV,32297506,1.0,True,id327301,False,OK Inherited
